Item,Quantity,Name,Material
1,1,top_endstop_angled,PETG
2,2,DIN 912 M3 6 mm,Hardened Alloy Steel
3,1,"M3  Hex nut ",Hardened Alloy Steel
4,1,DIN 912 M3 8 mm,Hardened Alloy Steel
