Item,Quantity,Name,Material
1,1,top_endstop_openbuilds,PETG
2,2,DIN 912 M2 10 mm,Hardened Alloy Steel
3,1,Micro Limit Switch,- None -
4,1,"M3  Hex nut ",Hardened Alloy Steel
5,1,DIN 912 M3 8 mm,Hardened Alloy Steel
