Item,Quantity,Name,Material
1,4,DIN 912 M3 25 mm,Hardened Alloy Steel
2,2,DIN 912 M2.5 12 mm,Hardened Alloy Steel
3,2,DIN 912 M3 10 mm,Hardened Alloy Steel
4,6,"M3  Hex nut ",Hardened Alloy Steel
5,1,mosquito_face,PETG
6,2,DIN 912 M3 20 mm,Hardened Alloy Steel
7,1,4010 FAN,- None -
8,1,mosquito_support,PETG
9,1,DIN 912 M3 8 mm,Hardened Alloy Steel
10,1,shroud,PETG
